Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S115,Azure,56,76,77,30,96,24,Cloud,Beginner
S115,Docker,78,99,60,98,86,19,Cloud,Intermediate
S115,Git,87,96,52,7,71,3,Programming,Advanced
S115,NLP,58,53,87,90,56,27,AI,Beginner
S115,Computer Vision,43,84,79,23,76,2,AI,Beginner
S115,Data Engineering,54,41,50,49,62,10,Engineering,Beginner
S115,Big Data,42,44,42,42,52,10,Engineering,Beginner
S115,Spark,58,79,89,39,63,24,Engineering,Beginner
S115,Leadership,56,79,49,70,83,23,Soft Skills,Beginner
S115,Project Management,45,41,60,39,88,29,Soft Skills,Beginner
S115,Cybersecurity,46,68,92,41,62,1,Security,Beginner
S116,Python,47,51,85,52,49,15,Programming,Beginner
S116,SQL,92,63,65,51,81,21,Programming,Advanced
S116,Excel,99,78,97,71,41,6,Analytics,Advanced
S116,Statistics,60,48,49,40,98,3,Analytics,Intermediate
S116,Machine Learning,80,63,61,82,81,13,AI,Advanced
S116,Deep Learning,83,66,72,64,61,29,AI,Advanced
S116,Data Visualization,58,58,45,87,52,27,Analytics,Beginner
S116,Power BI,65,61,60,6,86,12,Analytics,Intermediate
S116,Tableau,69,66,46,24,89,23,Analytics,Intermediate
S116,Communication,52,56,43,18,59,28,Soft Skills,Beginner
S116,Problem Solving,52,42,65,94,57,14,Soft Skills,Beginner
S116,Critical Thinking,86,42,40,94,63,17,Soft Skills,Advanced
S116,Cloud Computing,74,53,42,17,86,18,Cloud,Intermediate
S116,AWS,53,60,65,7,90,8,Cloud,Beginner
S116,Azure,43,75,90,5,79,15,Cloud,Beginner
S116,Docker,72,46,92,56,95,11,Cloud,Intermediate
S116,Git,66,53,61,84,85,12,Programming,Intermediate
S116,NLP,88,85,49,28,85,18,AI,Advanced
S116,Computer Vision,61,48,56,62,52,18,AI,Intermediate
S116,Data Engineering,76,45,60,55,75,7,Engineering,Intermediate
S116,Big Data,75,64,50,48,53,13,Engineering,Intermediate
S116,Spark,68,49,89,9,47,14,Engineering,Intermediate
S116,Leadership,44,97,99,92,79,25,Soft Skills,Beginner
S116,Project Management,65,45,55,64,75,12,Soft Skills,Intermediate
S116,Cybersecurity,50,42,83,68,76,6,Security,Beginner
S117,Python,58,57,55,91,82,5,Programming,Beginner
S117,SQL,48,42,47,42,43,12,Programming,Beginner
S117,Excel,83,70,64,84,81,22,Analytics,Advanced
S117,Statistics,53,52,80,75,51,5,Analytics,Beginner
S117,Machine Learning,89,43,41,48,42,4,AI,Advanced
S117,Deep Learning,77,51,58,78,40,17,AI,Intermediate
S117,Data Visualization,55,48,96,57,48,27,Analytics,Beginner
S117,Power BI,94,48,51,45,54,2,Analytics,Advanced
S117,Tableau,50,50,47,59,71,6,Analytics,Beginner
S117,Communication,92,59,78,76,89,17,Soft Skills,Advanced
S117,Problem Solving,82,73,96,23,46,18,Soft Skills,Advanced
S117,Critical Thinking,79,53,78,85,76,12,Soft Skills,Intermediate
S117,Cloud Computing,48,97,59,96,89,20,Cloud,Beginner
S117,AWS,80,75,92,31,47,1,Cloud,Advanced
S117,Azure,56,96,48,88,84,2,Cloud,Beginner
S117,Docker,71,84,48,34,59,6,Cloud,Intermediate
S117,Git,99,40,99,9,74,4,Programming,Advanced
S117,NLP,40,53,48,98,63,4,AI,Beginner
S117,Computer Vision,89,53,64,72,64,10,AI,Advanced
S117,Data Engineering,74,94,46,17,43,18,Engineering,Intermediate
S117,Big Data,82,96,75,18,57,8,Engineering,Advanced
S117,Spark,71,66,81,41,62,7,Engineering,Intermediate
S117,Leadership,51,64,42,94,43,10,Soft Skills,Beginner
S117,Project Management,75,54,71,97,49,21,Soft Skills,Intermediate
S117,Cybersecurity,93,55,86,23,68,20,Security,Advanced
S118,Python,90,57,97,48,96,16,Programming,Advanced
S118,SQL,40,87,41,60,54,7,Programming,Beginner
S118,Excel,67,40,44,26,92,4,Analytics,Intermediate
S118,Statistics,85,52,40,20,94,9,Analytics,Advanced
S118,Machine Learning,61,71,55,55,54,26,AI,Intermediate
S118,Deep Learning,85,91,81,67,51,28,AI,Advanced
S118,Data Visualization,40,92,56,59,90,25,Analytics,Beginner
S118,Power BI,89,67,46,77,61,26,Analytics,Advanced
S118,Tableau,92,51,46,50,86,15,Analytics,Advanced
S118,Communication,77,60,53,6,47,13,Soft Skills,Intermediate
S118,Problem Solving,94,45,76,37,80,6,Soft Skills,Advanced
S118,Critical Thinking,91,65,78,41,53,5,Soft Skills,Advanced
S118,Cloud Computing,47,78,52,17,79,11,Cloud,Beginner
S118,AWS,67,97,57,61,58,6,Cloud,Intermediate
S118,Azure,71,61,41,81,62,25,Cloud,Intermediate
S118,Docker,67,97,50,37,63,2,Cloud,Intermediate
S118,Git,69,56,79,38,77,22,Programming,Intermediate
S118,NLP,44,87,79,55,55,13,AI,Beginner
S118,Computer Vision,65,70,91,43,87,23,AI,Intermediate
S118,Data Engineering,87,51,53,60,57,27,Engineering,Advanced
S118,Big Data,67,57,55,56,55,13,Engineering,Intermediate
S118,Spark,97,68,48,30,67,9,Engineering,Advanced
S118,Leadership,52,75,48,51,53,19,Soft Skills,Beginner
S118,Project Management,51,92,97,61,71,6,Soft Skills,Beginner
S118,Cybersecurity,42,97,96,58,91,16,Security,Beginner
S119,Python,59,71,95,27,56,16,Programming,Beginner
S119,SQL,77,47,58,34,96,26,Programming,Intermediate
S119,Excel,73,53,61,21,99,27,Analytics,Intermediate
S119,Statistics,54,89,87,36,52,21,Analytics,Beginner
S119,Machine Learning,88,79,72,61,97,27,AI,Advanced
S119,Deep Learning,74,55,67,5,80,16,AI,Intermediate
S119,Data Visualization,70,75,83,37,72,7,Analytics,Intermediate
S119,Power BI,57,62,99,91,54,26,Analytics,Beginner
S119,Tableau,69,64,84,84,78,16,Analytics,Intermediate
S119,Communication,84,53,56,16,68,24,Soft Skills,Advanced
S119,Problem Solving,63,91,52,24,54,24,Soft Skills,Intermediate
S119,Critical Thinking,92,43,93,38,67,18,Soft Skills,Advanced
S119,Cloud Computing,41,96,86,98,65,19,Cloud,Beginner
S119,AWS,86,65,59,96,95,20,Cloud,Advanced
S119,Azure,50,97,49,65,62,5,Cloud,Beginner
S119,Docker,80,91,58,86,88,27,Cloud,Advanced
S119,Git,45,49,41,28,77,28,Programming,Beginner
S119,NLP,67,92,84,70,85,5,AI,Intermediate
S119,Computer Vision,89,50,49,47,98,2,AI,Advanced
S119,Data Engineering,54,78,80,41,46,20,Engineering,Beginner
S119,Big Data,73,74,73,90,70,23,Engineering,Intermediate
S119,Spark,58,43,63,88,78,28,Engineering,Beginner
S119,Leadership,93,78,56,23,93,16,Soft Skills,Advanced
S119,Project Management,74,71,86,51,85,7,Soft Skills,Intermediate
S119,Cybersecurity,96,74,69,21,81,15,Security,Advanced
S120,Python,68,45,99,21,56,14,Programming,Intermediate
S120,SQL,63,96,89,61,76,29,Programming,Intermediate
S120,Excel,79,78,94,40,89,5,Analytics,Intermediate
S120,Statistics,87,53,66,87,70,14,Analytics,Advanced
S120,Machine Learning,48,77,56,87,83,4,AI,Beginner
S120,Deep Learning,87,96,50,26,43,17,AI,Advanced
S120,Data Visualization,47,85,98,38,50,11,Analytics,Beginner
S120,Power BI,95,93,95,42,92,21,Analytics,Advanced
S120,Tableau,85,69,49,30,66,8,Analytics,Advanced
S120,Communication,78,47,99,76,94,2,Soft Skills,Intermediate
S120,Problem Solving,98,55,80,17,62,12,Soft Skills,Advanced
S120,Critical Thinking,66,61,71,31,41,13,Soft Skills,Intermediate
S120,Cloud Computing,72,65,67,87,82,5,Cloud,Intermediate
S120,AWS,72,59,69,12,77,29,Cloud,Intermediate
S120,Azure,56,83,40,71,85,26,Cloud,Beginner
S120,Docker,70,47,82,63,85,8,Cloud,Intermediate
S120,Git,74,78,67,55,43,25,Programming,Intermediate
S120,NLP,55,52,59,55,44,23,AI,Beginner
S120,Computer Vision,76,59,63,40,73,26,AI,Intermediate
S120,Data Engineering,84,87,93,38,58,17,Engineering,Advanced
S120,Big Data,44,64,57,59,92,18,Engineering,Beginner
S120,Spark,47,66,54,49,52,16,Engineering,Beginner
S120,Leadership,61,59,52,24,41,3,Soft Skills,Intermediate
S120,Project Management,86,94,58,49,76,26,Soft Skills,Advanced
S120,Cybersecurity,93,45,53,8,61,19,Security,Advanced
S121,Python,94,78,75,38,66,7,Programming,Advanced
S121,SQL,42,86,72,6,81,16,Programming,Beginner
S121,Excel,64,99,54,28,54,14,Analytics,Intermediate
S121,Statistics,93,53,45,82,56,18,Analytics,Advanced
S121,Machine Learning,59,90,56,84,79,7,AI,Beginner
S121,Deep Learning,91,71,99,77,66,14,AI,Advanced
S121,Data Visualization,91,72,49,67,56,17,Analytics,Advanced
S121,Power BI,88,75,56,86,91,23,Analytics,Advanced
S121,Tableau,73,47,52,27,96,22,Analytics,Intermediate
S121,Communication,59,61,86,56,62,9,Soft Skills,Beginner
S121,Problem Solving,74,42,73,37,85,17,Soft Skills,Intermediate
S121,Critical Thinking,84,58,69,91,54,27,Soft Skills,Advanced
S121,Cloud Computing,96,53,41,43,88,18,Cloud,Advanced
S121,AWS,45,98,71,25,79,28,Cloud,Beginner
S121,Azure,66,41,72,84,78,22,Cloud,Intermediate
S121,Docker,95,82,86,17,95,2,Cloud,Advanced
S121,Git,53,95,77,32,46,18,Programming,Beginner
S121,NLP,95,80,94,45,75,12,AI,Advanced
S121,Computer Vision,43,96,69,92,59,14,AI,Beginner
S121,Data Engineering,95,70,63,11,65,13,Engineering,Advanced
S121,Big Data,93,47,94,73,83,13,Engineering,Advanced
S121,Spark,68,59,53,36,99,18,Engineering,Intermediate
S121,Leadership,66,95,64,56,43,21,Soft Skills,Intermediate
S121,Project Management,57,78,54,57,77,16,Soft Skills,Beginner
S121,Cybersecurity,91,63,47,32,60,16,Security,Advanced
S122,Python,99,93,55,39,56,9,Programming,Advanced
S122,SQL,96,74,91,97,78,18,Programming,Advanced
S122,Excel,51,58,87,26,98,24,Analytics,Beginner
S122,Statistics,88,91,54,5,41,8,Analytics,Advanced
S122,Machine Learning,61,64,41,77,48,13,AI,Intermediate
S122,Deep Learning,45,69,54,55,92,15,AI,Beginner
S122,Data Visualization,89,46,97,79,79,6,Analytics,Advanced
S122,Power BI,79,41,90,43,49,12,Analytics,Intermediate
S122,Tableau,56,46,93,43,43,3,Analytics,Beginner
S122,Communication,90,86,75,68,70,25,Soft Skills,Advanced
S122,Problem Solving,80,52,57,25,87,1,Soft Skills,Advanced
S122,Critical Thinking,75,89,47,52,60,11,Soft Skills,Intermediate
S122,Cloud Computing,91,92,92,89,66,19,Cloud,Advanced
S122,AWS,62,90,89,55,82,3,Cloud,Intermediate
S122,Azure,79,91,90,73,91,9,Cloud,Intermediate
S122,Docker,47,50,55,92,60,20,Cloud,Beginner
S122,Git,62,88,77,51,47,7,Programming,Intermediate
S122,NLP,41,69,52,66,62,29,AI,Beginner
S122,Computer Vision,77,76,59,37,68,18,AI,Intermediate
S122,Data Engineering,54,62,81,7,76,24,Engineering,Beginner
S122,Big Data,68,84,47,90,92,29,Engineering,Intermediate
S122,Spark,41,80,88,54,84,1,Engineering,Beginner
S122,Leadership,83,59,91,89,76,8,Soft Skills,Advanced
S122,Project Management,66,86,98,10,99,13,Soft Skills,Intermediate
S122,Cybersecurity,83,58,57,69,64,27,Security,Advanced
S123,Python,46,83,81,33,70,12,Programming,Beginner
S123,SQL,82,75,58,10,64,9,Programming,Advanced
S123,Excel,59,49,76,31,52,9,Analytics,Beginner
S123,Statistics,41,89,60,28,92,12,Analytics,Beginner
S123,Machine Learning,81,73,99,13,41,23,AI,Advanced
S123,Deep Learning,95,69,61,79,94,11,AI,Advanced
S123,Data Visualization,56,75,52,75,55,1,Analytics,Beginner
S123,Power BI,84,40,50,74,59,3,Analytics,Advanced
S123,Tableau,83,76,80,94,97,12,Analytics,Advanced
S123,Communication,69,67,66,46,58,5,Soft Skills,Intermediate
S123,Problem Solving,97,44,80,31,67,26,Soft Skills,Advanced
S123,Critical Thinking,66,91,88,25,40,22,Soft Skills,Intermediate
S123,Cloud Computing,67,87,97,62,54,23,Cloud,Intermediate
S123,AWS,56,65,59,29,52,1,Cloud,Beginner
S123,Azure,64,47,44,10,62,20,Cloud,Intermediate
S123,Docker,69,53,93,91,50,6,Cloud,Intermediate
S123,Git,50,52,51,70,92,3,Programming,Beginner
S123,NLP,94,75,56,32,67,22,AI,Advanced
S123,Computer Vision,77,46,54,15,63,3,AI,Intermediate
S123,Data Engineering,69,45,97,70,53,9,Engineering,Intermediate
S123,Big Data,57,90,83,99,52,26,Engineering,Beginner
S123,Spark,83,51,57,13,88,21,Engineering,Advanced
S123,Leadership,87,88,92,60,79,11,Soft Skills,Advanced
S123,Project Management,63,73,47,37,62,13,Soft Skills,Intermediate
S123,Cybersecurity,93,92,88,82,53,16,Security,Advanced
S124,Python,88,77,97,64,78,26,Programming,Advanced
S124,SQL,65,40,71,83,91,21,Programming,Intermediate
S124,Excel,57,69,99,17,63,2,Analytics,Beginner
S124,Statistics,58,86,83,29,89,14,Analytics,Beginner
S124,Machine Learning,45,51,59,91,69,6,AI,Beginner
S124,Deep Learning,97,69,80,98,96,26,AI,Advanced
S124,Data Visualization,75,88,73,20,63,14,Analytics,Intermediate
S124,Power BI,65,47,53,35,41,16,Analytics,Intermediate
S124,Tableau,43,40,94,88,98,14,Analytics,Beginner
S124,Communication,79,64,99,29,42,5,Soft Skills,Intermediate
S124,Problem Solving,77,93,65,44,77,6,Soft Skills,Intermediate
S124,Critical Thinking,43,46,69,34,95,19,Soft Skills,Beginner
S124,Cloud Computing,78,74,79,37,72,14,Cloud,Intermediate
S124,AWS,77,49,96,32,53,4,Cloud,Intermediate
S124,Azure,77,55,99,25,67,1,Cloud,Intermediate
S124,Docker,45,80,54,7,82,15,Cloud,Beginner
S124,Git,74,53,41,33,43,26,Programming,Intermediate
S124,NLP,90,51,41,21,74,10,AI,Advanced
S124,Computer Vision,87,61,80,47,60,15,AI,Advanced
S124,Data Engineering,74,87,60,89,60,28,Engineering,Intermediate
S124,Big Data,83,71,94,9,78,9,Engineering,Advanced
S124,Spark,92,57,60,76,83,20,Engineering,Advanced
S124,Leadership,73,49,90,45,96,24,Soft Skills,Intermediate
S124,Project Management,79,63,95,42,83,25,Soft Skills,Intermediate
S124,Cybersecurity,95,90,98,38,50,18,Security,Advanced
S125,Python,62,99,61,47,57,8,Programming,Intermediate
S125,SQL,86,80,86,24,52,13,Programming,Advanced
S125,Excel,40,91,43,28,75,4,Analytics,Beginner
S125,Statistics,84,41,67,30,62,15,Analytics,Advanced
S125,Machine Learning,75,66,45,39,78,6,AI,Intermediate
S125,Deep Learning,74,75,49,98,92,9,AI,Intermediate
S125,Data Visualization,77,68,91,63,82,7,Analytics,Intermediate
S125,Power BI,89,43,44,72,75,27,Analytics,Advanced
S125,Tableau,84,55,64,82,50,29,Analytics,Advanced
S125,Communication,73,61,53,28,98,7,Soft Skills,Intermediate
S125,Problem Solving,65,82,75,43,55,26,Soft Skills,Intermediate
S125,Critical Thinking,77,98,71,10,73,24,Soft Skills,Intermediate
S125,Cloud Computing,47,69,66,75,66,25,Cloud,Beginner
S125,AWS,95,85,80,83,64,22,Cloud,Advanced
S125,Azure,57,51,62,55,84,7,Cloud,Beginner
S125,Docker,64,49,69,78,73,14,Cloud,Intermediate
S125,Git,52,93,68,45,84,9,Programming,Beginner
S125,NLP,52,76,53,77,47,7,AI,Beginner
S125,Computer Vision,79,93,42,59,95,15,AI,Intermediate
S125,Data Engineering,79,72,71,75,58,2,Engineering,Intermediate
S125,Big Data,53,89,86,50,95,25,Engineering,Beginner
S125,Spark,58,90,93,94,56,22,Engineering,Beginner
S125,Leadership,67,58,66,52,91,25,Soft Skills,Intermediate
S125,Project Management,58,72,90,11,68,23,Soft Skills,Beginner
S125,Cybersecurity,82,44,69,62,47,10,Security,Advanced
S126,Python,51,81,52,30,57,10,Programming,Beginner
S126,SQL,90,91,88,88,55,5,Programming,Advanced
S126,Excel,42,66,54,49,61,8,Analytics,Beginner
S126,Statistics,62,98,88,72,90,22,Analytics,Intermediate
S126,Machine Learning,96,80,62,64,48,24,AI,Advanced
S126,Deep Learning,60,80,85,59,92,16,AI,Intermediate
S126,Data Visualization,95,94,64,30,88,13,Analytics,Advanced
S126,Power BI,48,54,78,69,44,24,Analytics,Beginner
S126,Tableau,48,83,45,32,84,26,Analytics,Beginner
S126,Communication,67,79,54,10,66,6,Soft Skills,Intermediate
S126,Problem Solving,43,50,60,68,69,18,Soft Skills,Beginner
S126,Critical Thinking,74,42,51,95,92,21,Soft Skills,Intermediate
S126,Cloud Computing,77,60,99,42,79,15,Cloud,Intermediate
S126,AWS,57,91,68,64,60,17,Cloud,Beginner
S126,Azure,80,90,57,61,94,5,Cloud,Advanced
S126,Docker,99,77,51,79,87,20,Cloud,Advanced
S126,Git,88,59,48,5,97,3,Programming,Advanced
S126,NLP,60,62,48,87,84,23,AI,Intermediate
S126,Computer Vision,85,91,58,66,62,27,AI,Advanced
S126,Data Engineering,66,78,75,80,94,27,Engineering,Intermediate
S126,Big Data,85,73,72,96,70,18,Engineering,Advanced
S126,Spark,59,79,74,99,97,6,Engineering,Beginner
S126,Leadership,61,84,80,13,91,9,Soft Skills,Intermediate
S126,Project Management,54,52,61,20,71,2,Soft Skills,Beginner
S126,Cybersecurity,65,53,98,42,73,8,Security,Intermediate
S127,Python,75,60,95,50,82,24,Programming,Intermediate
S127,SQL,67,85,83,52,45,20,Programming,Intermediate
S127,Excel,70,72,83,75,47,9,Analytics,Intermediate
S127,Statistics,41,56,91,49,76,10,Analytics,Beginner
S127,Machine Learning,83,56,92,42,74,28,AI,Advanced
S127,Deep Learning,86,78,69,10,43,19,AI,Advanced
S127,Data Visualization,76,74,97,61,48,6,Analytics,Intermediate
S127,Power BI,52,98,61,96,69,20,Analytics,Beginner
S127,Tableau,75,41,97,40,47,13,Analytics,Intermediate
S127,Communication,81,89,48,69,52,18,Soft Skills,Advanced
S127,Problem Solving,54,71,73,47,70,14,Soft Skills,Beginner
S127,Critical Thinking,93,86,53,52,94,29,Soft Skills,Advanced
S127,Cloud Computing,86,58,66,13,76,5,Cloud,Advanced
S127,AWS,82,67,91,61,63,28,Cloud,Advanced
S127,Azure,75,91,57,93,74,4,Cloud,Intermediate
S127,Docker,53,78,65,12,63,16,Cloud,Beginner
S127,Git,59,54,46,21,61,22,Programming,Beginner
S127,NLP,93,51,57,60,85,15,AI,Advanced
S127,Computer Vision,54,76,55,73,41,20,AI,Beginner
S127,Data Engineering,67,96,80,58,66,9,Engineering,Intermediate
S127,Big Data,75,86,82,69,89,29,Engineering,Intermediate
S127,Spark,40,47,96,20,97,28,Engineering,Beginner
S127,Leadership,61,57,61,45,51,19,Soft Skills,Intermediate
S127,Project Management,64,89,98,73,98,2,Soft Skills,Intermediate
S127,Cybersecurity,78,98,49,11,99,5,Security,Intermediate
S128,Python,86,91,99,56,54,10,Programming,Advanced
S128,SQL,63,65,65,94,97,10,Programming,Intermediate
S128,Excel,56,92,53,6,87,13,Analytics,Beginner
S128,Statistics,66,48,46,52,49,24,Analytics,Intermediate
S128,Machine Learning,93,48,61,27,46,16,AI,Advanced
S128,Deep Learning,48,66,63,97,56,20,AI,Beginner
S128,Data Visualization,46,82,79,11,67,19,Analytics,Beginner
S128,Power BI,59,83,78,44,46,6,Analytics,Beginner
S128,Tableau,64,80,98,17,78,8,Analytics,Intermediate
S128,Communication,61,88,56,90,73,8,Soft Skills,Intermediate
S128,Problem Solving,88,84,57,92,99,22,Soft Skills,Advanced
S128,Critical Thinking,99,81,41,70,66,14,Soft Skills,Advanced
S128,Cloud Computing,87,78,92,60,51,28,Cloud,Advanced
S128,AWS,94,67,85,93,43,26,Cloud,Advanced
S128,Azure,75,89,42,5,56,7,Cloud,Intermediate
S128,Docker,87,44,58,38,74,17,Cloud,Advanced
S128,Git,55,79,89,51,78,27,Programming,Beginner
S128,NLP,80,77,89,54,64,26,AI,Advanced
S128,Computer Vision,95,53,53,82,64,4,AI,Advanced
S128,Data Engineering,43,86,54,36,57,14,Engineering,Beginner
S128,Big Data,97,40,81,65,59,10,Engineering,Advanced
S128,Spark,49,98,63,38,67,27,Engineering,Beginner
S128,Leadership,79,40,72,72,46,9,Soft Skills,Intermediate
S128,Project Management,55,44,73,27,82,18,Soft Skills,Beginner
S128,Cybersecurity,64,96,90,17,63,11,Security,Intermediate
S129,Python,91,90,56,41,52,27,Programming,Advanced
S129,SQL,59,72,81,12,95,29,Programming,Beginner
S129,Excel,79,58,45,48,99,7,Analytics,Intermediate
S129,Statistics,87,80,60,90,81,10,Analytics,Advanced
S129,Machine Learning,49,91,68,84,40,17,AI,Beginner
S129,Deep Learning,69,65,92,23,92,21,AI,Intermediate
S129,Data Visualization,56,85,79,89,92,9,Analytics,Beginner
S129,Power BI,79,84,88,23,99,7,Analytics,Intermediate
S129,Tableau,56,40,76,74,65,2,Analytics,Beginner
S129,Communication,98,71,96,9,76,12,Soft Skills,Advanced
S129,Problem Solving,74,69,87,10,54,15,Soft Skills,Intermediate
S129,Critical Thinking,55,59,52,48,81,14,Soft Skills,Beginner
S129,Cloud Computing,70,73,68,7,48,11,Cloud,Intermediate
S129,AWS,50,64,61,46,97,14,Cloud,Beginner
S129,Azure,48,59,98,25,49,22,Cloud,Beginner
S129,Docker,68,48,44,44,50,1,Cloud,Intermediate
S129,Git,92,81,40,66,93,7,Programming,Advanced
S129,NLP,99,85,44,26,65,21,AI,Advanced
S129,Computer Vision,45,71,87,15,49,15,AI,Beginner
S129,Data Engineering,78,94,73,35,51,19,Engineering,Intermediate
S129,Big Data,83,55,77,71,41,20,Engineering,Advanced
S129,Spark,44,50,97,29,74,3,Engineering,Beginner
S129,Leadership,61,76,61,59,50,3,Soft Skills,Intermediate
S129,Project Management,70,84,92,76,59,10,Soft Skills,Intermediate
S129,Cybersecurity,73,43,57,55,43,20,Security,Intermediate
S130,Python,97,48,55,30,77,25,Programming,Advanced
S130,SQL,43,80,98,49,80,6,Programming,Beginner
S130,Excel,92,58,53,25,54,3,Analytics,Advanced
S130,Statistics,76,92,89,50,55,14,Analytics,Intermediate
S130,Machine Learning,48,86,46,18,45,21,AI,Beginner
S130,Deep Learning,54,91,47,38,79,1,AI,Beginner
S130,Data Visualization,71,97,88,73,69,22,Analytics,Intermediate
S130,Power BI,59,55,46,11,89,18,Analytics,Beginner
S130,Tableau,41,86,53,35,89,29,Analytics,Beginner
S130,Communication,80,53,44,79,79,5,Soft Skills,Advanced
S130,Problem Solving,68,50,44,40,54,19,Soft Skills,Intermediate
S130,Critical Thinking,61,73,95,21,51,25,Soft Skills,Intermediate
S130,Cloud Computing,95,56,49,96,96,18,Cloud,Advanced
S130,AWS,90,57,84,82,95,16,Cloud,Advanced
S130,Azure,89,97,57,84,56,7,Cloud,Advanced
S130,Docker,51,73,49,73,60,3,Cloud,Beginner
S130,Git,58,84,83,74,53,4,Programming,Beginner
S130,NLP,84,90,57,97,74,20,AI,Advanced
S130,Computer Vision,77,55,59,92,74,12,AI,Intermediate
S130,Data Engineering,90,58,95,72,72,2,Engineering,Advanced
S130,Big Data,52,97,84,34,73,19,Engineering,Beginner
S130,Spark,93,63,87,37,80,17,Engineering,Advanced
S130,Leadership,49,57,58,75,96,19,Soft Skills,Beginner
S130,Project Management,63,54,80,46,62,20,Soft Skills,Intermediate
S130,Cybersecurity,91,43,77,8,44,9,Security,Advanced
S131,Python,83,62,79,65,50,23,Programming,Advanced
S131,SQL,50,52,53,64,47,25,Programming,Beginner
S131,Excel,57,90,83,86,49,7,Analytics,Beginner
S131,Statistics,99,89,83,18,54,16,Analytics,Advanced
S131,Machine Learning,41,69,69,86,70,12,AI,Beginner
S131,Deep Learning,87,52,59,53,89,3,AI,Advanced
S131,Data Visualization,62,81,72,65,59,23,Analytics,Intermediate
S131,Power BI,42,47,79,63,71,29,Analytics,Beginner
S131,Tableau,46,41,60,10,67,16,Analytics,Beginner
S131,Communication,81,75,71,49,81,21,Soft Skills,Advanced
S131,Problem Solving,85,48,50,91,89,11,Soft Skills,Advanced
S131,Critical Thinking,88,41,42,15,89,27,Soft Skills,Advanced
S131,Cloud Computing,74,97,54,79,70,28,Cloud,Intermediate
S131,AWS,67,71,64,88,67,25,Cloud,Intermediate
S131,Azure,50,58,67,5,98,5,Cloud,Beginner
S131,Docker,49,81,85,38,75,2,Cloud,Beginner
S131,Git,57,52,90,9,59,2,Programming,Beginner
S131,NLP,50,69,71,36,97,18,AI,Beginner
S131,Computer Vision,77,94,67,78,61,23,AI,Intermediate
S131,Data Engineering,56,61,82,87,56,24,Engineering,Beginner
S131,Big Data,75,71,97,56,75,28,Engineering,Intermediate
S131,Spark,53,97,75,74,48,21,Engineering,Beginner
S131,Leadership,51,97,69,99,79,24,Soft Skills,Beginner
S131,Project Management,43,70,66,62,96,25,Soft Skills,Beginner
S131,Cybersecurity,44,45,44,95,47,9,Security,Beginner
S132,Python,54,75,96,11,71,8,Programming,Beginner
S132,SQL,86,90,54,41,58,7,Programming,Advanced
S132,Excel,45,98,58,61,67,17,Analytics,Beginner
S132,Statistics,81,58,70,79,54,10,Analytics,Advanced
S132,Machine Learning,82,62,42,66,42,18,AI,Advanced
S132,Deep Learning,64,82,59,62,68,22,AI,Intermediate
S132,Data Visualization,89,96,54,14,60,23,Analytics,Advanced
S132,Power BI,91,68,71,14,52,15,Analytics,Advanced
S132,Tableau,62,89,62,99,43,20,Analytics,Intermediate
S132,Communication,88,99,42,89,92,2,Soft Skills,Advanced
S132,Problem Solving,43,40,54,61,72,6,Soft Skills,Beginner
S132,Critical Thinking,46,58,83,67,40,7,Soft Skills,Beginner
S132,Cloud Computing,58,84,65,48,51,22,Cloud,Beginner
S132,AWS,52,67,53,90,69,12,Cloud,Beginner
S132,Azure,59,83,66,42,98,10,Cloud,Beginner
S132,Docker,91,95,80,38,78,9,Cloud,Advanced
S132,Git,96,83,76,69,93,15,Programming,Advanced
S132,NLP,71,47,72,22,84,29,AI,Intermediate
S132,Computer Vision,71,72,44,86,87,26,AI,Intermediate
S132,Data Engineering,49,75,72,27,79,5,Engineering,Beginner
S132,Big Data,73,63,56,99,46,17,Engineering,Intermediate
S132,Spark,67,77,61,19,76,15,Engineering,Intermediate
S132,Leadership,89,89,64,57,60,23,Soft Skills,Advanced
S132,Project Management,77,41,66,36,60,4,Soft Skills,Intermediate
S132,Cybersecurity,83,58,41,94,73,14,Security,Advanced
S133,Python,54,59,73,40,58,9,Programming,Beginner
S133,SQL,46,69,52,95,83,3,Programming,Beginner
S133,Excel,52,54,85,60,48,13,Analytics,Beginner
S133,Statistics,62,93,75,7,73,19,Analytics,Intermediate
S133,Machine Learning,67,62,79,11,80,12,AI,Intermediate
S133,Deep Learning,53,85,54,71,54,19,AI,Beginner
S133,Data Visualization,63,91,85,12,44,19,Analytics,Intermediate
S133,Power BI,43,53,55,88,63,6,Analytics,Beginner
S133,Tableau,94,96,70,10,74,15,Analytics,Advanced
S133,Communication,68,42,50,7,67,10,Soft Skills,Intermediate
S133,Problem Solving,89,72,87,84,98,10,Soft Skills,Advanced
S133,Critical Thinking,72,75,42,73,51,25,Soft Skills,Intermediate
S133,Cloud Computing,83,52,63,48,96,16,Cloud,Advanced
S133,AWS,71,84,76,25,86,12,Cloud,Intermediate
S133,Azure,90,60,99,55,60,11,Cloud,Advanced
S133,Docker,92,45,48,69,51,26,Cloud,Advanced
S133,Git,53,45,40,90,73,24,Programming,Beginner
S133,NLP,50,42,81,66,45,6,AI,Beginner
S133,Computer Vision,59,60,41,94,70,26,AI,Beginner
